StockSymbol,TradeDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
TSLA,2024-04-17,1655.81,651.48,724.13,713.93,459603
NFLX,2024-04-13,750.32,1304.87,121.98,425.77,315891
META,2024-05-25,1175.86,1714.07,291.05,804.1,934547
AMZN,2024-03-27,830.55,121.94,819.0,1165.73,815737
NFLX,2024-01-09,1299.97,1988.62,1461.78,399.08,799375
AMZN,2024-01-18,1371.06,1737.34,551.7,1433.61,389057
GOOGL,2024-11-17,410.22,141.84,155.06,1225.83,601378
MSFT,2024-04-03,255.58,1729.05,1672.94,851.27,26712
TSLA,2024-06-05,886.17,1881.28,1163.73,453.85,733370
NFLX,2024-10-20,1101.03,200.2,192.51,265.51,327053
META,2024-05-08,168.01,999.02,1014.23,1759.34,475286
META,2024-09-01,302.44,1878.26,740.99,1303.88,784303
NFLX,2024-04-02,1628.17,428.24,1138.11,890.01,714558
META,2024-09-30,1101.82,1079.31,1753.5,1785.13,372880
NVDA,2024-11-05,1483.53,1048.04,975.56,1845.7,853399
MSFT,2024-10-01,855.53,1263.7,361.21,101.59,47587
NVDA,2024-02-07,172.15,1853.74,1387.63,1771.8,48034
META,2024-02-29,1807.82,985.84,570.56,1336.07,396540
TSLA,2024-02-23,194.18,1499.53,1613.9,71.56,911150
NVDA,2024-09-30,1682.04,655.32,1805.46,1203.17,262812
GOOGL,2024-02-16,583.59,440.46,272.16,1607.93,398846
TSLA,2024-09-18,1750.5,686.72,760.96,890.52,203194
META,2024-04-23,1876.25,1540.61,1493.26,1350.93,340560
TSLA,2024-09-16,625.95,318.34,1643.59,96.44,959677
AMZN,2024-08-03,1581.56,654.12,1678.07,958.76,826670
META,2024-05-30,1214.05,1491.93,1707.77,453.52,595603
AAPL,2024-08-22,1002.11,1617.15,1505.82,807.91,608468
MSFT,2024-11-26,200.66,2020.3,1519.73,1100.84,459048
NVDA,2024-07-20,1415.18,1756.0,781.19,153.25,340472
AMZN,2024-05-30,528.67,816.41,573.64,1425.39,630187
MSFT,2024-03-12,579.89,267.68,242.16,1188.23,659060
MSFT,2024-06-30,1182.57,747.39,1000.1,119.11,722864
AAPL,2024-08-12,671.46,628.42,1486.31,1249.47,351714
GOOGL,2024-10-16,303.9,121.14,580.22,757.83,368687
MSFT,2024-06-25,1647.89,1425.69,844.73,1330.0,373595
META,2024-06-19,939.67,1404.91,740.53,1091.01,585771
AMZN,2024-11-18,679.66,842.39,1032.99,1887.19,789552
TSLA,2024-07-18,636.36,807.35,1530.39,1188.0,490006
META,2024-10-12,1348.71,1751.14,932.85,317.08,765615
AMZN,2024-03-26,976.55,800.03,208.77,761.97,269075
META,2024-11-27,1100.15,1533.07,454.96,1600.41,826515
META,2024-12-13,1547.15,1148.13,1700.87,233.2,540311
AAPL,2024-05-05,1845.4,1971.23,280.04,1897.81,563187
AMZN,2024-10-01,1171.4,222.0,78.89,132.09,149795
AMZN,2024-03-31,1869.74,1327.84,1877.5,1460.45,690939
MSFT,2024-06-29,1209.95,2005.13,1953.31,235.77,958853
NVDA,2024-04-27,1356.22,1576.04,1630.43,1531.39,712119
TSLA,2024-10-21,1185.65,610.04,593.35,120.35,257781
MSFT,2024-11-03,1685.65,1255.57,1473.92,149.89,70887
NVDA,2024-11-09,1591.92,171.79,617.15,1997.16,515407
NFLX,2024-11-17,1359.3,1032.84,1876.62,886.43,28680
AMZN,2024-04-21,638.06,694.67,202.77,109.89,771945
AAPL,2024-11-21,927.82,616.94,777.75,1628.28,390107
META,2024-10-14,836.07,187.0,1654.71,1644.33,124539
MSFT,2023-12-27,554.44,1475.69,848.39,1917.36,629259
AMZN,2024-09-13,1785.05,843.15,1389.66,1501.92,535981
AMZN,2024-03-06,656.47,1133.03,1716.68,139.5,167757
AAPL,2024-11-26,572.63,720.97,888.61,1544.72,247375
AMZN,2024-09-11,1173.49,1499.04,33.36,414.52,307807
GOOGL,2024-05-20,1654.42,693.2,1026.43,1158.02,712837
GOOGL,2024-05-05,508.45,367.46,764.3,1463.98,302163
AMZN,2024-05-17,714.58,540.62,1814.19,941.52,79167
TSLA,2024-07-17,1870.43,1323.55,202.94,1560.94,737936
MSFT,2024-03-10,1742.58,843.55,1631.08,806.91,830685
MSFT,2024-04-23,107.96,1272.47,496.37,1309.51,607616
AMZN,2024-07-25,299.44,831.8,1617.98,981.9,666145
META,2023-12-26,722.35,1824.15,801.67,1572.19,150176
TSLA,2024-05-29,853.4,685.83,44.41,668.82,330554
META,2024-09-03,1928.42,1262.4,427.42,1779.26,574317
GOOGL,2024-04-28,1860.05,463.84,1074.87,236.37,309040
TSLA,2024-09-26,691.74,1417.23,700.25,836.68,859302
TSLA,2024-10-24,924.75,279.28,1943.49,315.11,230831
GOOGL,2024-02-12,896.52,292.95,978.96,1224.44,901389
TSLA,2024-10-06,1374.16,363.05,1691.92,956.14,477986
GOOGL,2024-07-10,1711.24,140.74,755.61,1166.01,94166
AAPL,2024-05-15,1354.47,1570.3,597.06,1950.56,177395
NVDA,2024-04-25,752.67,1023.35,1493.06,1160.81,556440
TSLA,2023-12-24,1675.35,1070.19,1836.33,735.27,66632
MSFT,2024-06-07,953.11,1707.99,1209.52,770.48,339323
META,2024-09-24,325.37,920.71,407.83,349.04,274559
AMZN,2024-03-21,150.74,1550.18,166.8,75.89,233393
NVDA,2024-03-24,464.07,1833.09,1817.78,631.93,987771
NVDA,2024-09-20,524.24,968.73,1668.7,1225.66,664325
META,2024-11-05,1880.84,795.87,972.58,1575.38,162216
NVDA,2024-11-27,1280.26,504.11,821.7,914.03,631663
GOOGL,2024-03-11,1420.96,311.0,167.79,1217.43,872412
META,2023-12-15,267.4,569.73,1727.5,1476.47,899645
NFLX,2024-04-30,1715.15,1346.46,502.68,798.19,81843
MSFT,2024-07-14,509.94,105.8,78.71,1593.09,399473
NVDA,2024-09-12,154.12,994.11,150.02,284.24,695669
MSFT,2024-04-09,452.97,952.05,238.47,788.92,267738
AMZN,2024-03-13,110.61,399.64,398.14,79.9,726411
AAPL,2024-04-01,331.54,1582.03,80.37,1512.91,361888
META,2024-08-02,495.27,383.88,959.59,639.14,381858
NFLX,2024-11-01,493.57,792.49,1684.28,1087.6,472327
AAPL,2024-05-19,1507.47,900.9,106.46,1647.93,702281
MSFT,2024-06-01,320.54,369.29,1713.79,331.08,925496
AMZN,2024-09-30,1937.35,479.89,1036.94,1786.64,888367
META,2024-08-21,1296.33,1927.29,1125.95,722.02,172962
GOOGL,2024-07-23,633.81,1335.28,1870.16,1644.65,298830
META,2024-04-12,167.12,1415.59,1202.38,384.81,861000
MSFT,2024-08-08,873.9,1319.24,1255.34,134.69,680623
AMZN,2024-01-16,707.26,1567.26,1198.53,737.06,480390
TSLA,2024-06-25,1291.72,1428.41,1673.1,216.31,937629
AAPL,2024-02-06,1485.57,1076.76,612.84,618.55,53767
TSLA,2024-04-26,361.34,1749.49,1677.21,510.32,782147
AAPL,2024-12-04,1512.66,200.35,272.66,1253.39,834226
GOOGL,2024-10-18,1721.46,1892.97,1280.42,1248.78,331369
MSFT,2024-09-21,194.8,1838.01,535.65,403.52,827281
NVDA,2024-06-24,1621.76,1686.39,299.27,1093.28,485220
NFLX,2024-06-23,1174.26,1007.24,38.56,551.56,302734
NVDA,2024-05-06,1186.0,326.26,1134.22,1502.29,422526
TSLA,2024-02-26,1523.16,610.62,1820.7,89.42,235440
META,2024-08-07,1519.37,324.75,859.14,1852.48,194164
NVDA,2024-02-08,378.87,714.08,1256.08,418.5,582201
AMZN,2024-07-02,1562.34,1787.68,171.71,1495.25,244073
AMZN,2024-05-21,532.21,596.43,1826.18,1402.4,702932
AAPL,2024-08-23,1112.23,564.18,1010.87,921.37,412655
AAPL,2024-09-26,1709.69,1488.38,229.56,1538.49,171136
NFLX,2024-01-29,1490.47,1000.92,411.76,838.67,863332
META,2024-04-23,1445.11,750.01,948.05,599.89,884354
NFLX,2024-08-11,275.56,156.95,1330.88,1483.23,675453
NFLX,2024-01-07,1476.47,1085.03,1560.71,384.81,989733
MSFT,2024-12-14,1857.3,1838.02,809.73,375.99,334841
META,2024-10-19,987.17,375.22,324.52,1296.32,425700
META,2024-06-09,1845.69,1873.4,429.04,1089.14,590188
META,2024-01-09,965.26,1913.34,567.14,66.6,721816
TSLA,2024-07-09,1120.29,777.42,771.43,1442.23,269680
AAPL,2024-04-27,1992.58,1742.79,1369.78,76.54,310469
NVDA,2024-11-06,1635.13,468.44,1670.86,1188.72,24120
AMZN,2024-08-16,1116.92,1291.56,109.94,1532.92,540487
NVDA,2024-09-20,299.1,1254.49,252.51,1760.85,74521
NVDA,2024-10-10,540.92,1172.27,1796.36,964.77,188705
AAPL,2024-09-13,1073.35,1887.37,1893.24,1085.16,470602
TSLA,2024-12-04,1801.89,1259.99,370.21,419.67,870684
NFLX,2024-01-27,317.03,447.92,1761.74,1911.19,904406
TSLA,2024-06-17,967.65,1800.61,169.08,100.4,314449
GOOGL,2024-04-18,481.76,1480.78,1949.55,1099.71,214673
AAPL,2024-09-02,1648.3,256.5,615.41,1904.18,311245
AAPL,2024-05-14,106.67,1141.94,35.29,1765.35,67551
NVDA,2024-03-21,1353.09,756.97,1660.87,1058.67,924317
GOOGL,2024-04-01,923.88,517.93,1183.77,1091.46,579367
AMZN,2024-01-01,1265.87,1196.83,1981.56,1381.52,710622
GOOGL,2024-09-26,800.21,1049.68,64.34,1379.05,887072
TSLA,2024-10-21,355.31,1365.9,1047.14,392.18,742813
META,2024-07-15,553.52,704.27,1826.79,1191.26,296481
GOOGL,2024-01-11,962.09,1690.23,487.96,688.5,997025
META,2024-11-28,1345.93,364.4,1900.47,93.63,215982
GOOGL,2024-11-06,1248.78,1111.32,1804.75,908.56,746012
AAPL,2024-08-07,1395.93,690.33,677.54,746.63,323182
NFLX,2023-12-30,596.99,1474.74,1354.12,1091.95,810427
AAPL,2024-09-14,1912.69,1698.16,290.96,183.71,941366
NVDA,2024-04-02,1670.6,583.54,1816.03,701.82,923969
NVDA,2024-02-06,1023.99,353.88,1118.13,1027.27,664732
MSFT,2023-12-22,1752.85,1039.02,462.42,1686.9,556438
NFLX,2024-04-10,1214.08,1616.47,1693.76,118.89,870858
NFLX,2024-09-11,1183.06,1529.23,544.06,1232.63,568989
GOOGL,2023-12-26,644.26,1351.26,447.77,865.71,745371
TSLA,2024-01-25,603.39,690.09,1078.35,541.86,640118
MSFT,2024-09-30,780.45,1190.65,538.91,1696.86,838823
TSLA,2024-03-31,567.79,988.61,1566.51,1807.92,116708
MSFT,2024-02-13,367.73,1987.95,218.38,284.12,638195
AMZN,2024-06-02,195.79,1683.62,1849.35,1257.43,519558
AAPL,2024-02-19,1959.69,708.44,1122.86,632.58,788471
AAPL,2024-05-01,1788.21,171.0,475.09,85.17,111550
GOOGL,2024-01-21,334.22,393.12,1261.52,1125.89,143975
AMZN,2024-10-30,500.57,791.21,1913.12,1784.84,914785
AAPL,2024-09-20,375.76,1646.17,1100.3,909.68,399917
AAPL,2024-06-06,976.28,528.17,1341.77,1150.15,710692
AAPL,2024-07-20,218.66,1473.45,1730.31,1875.5,271216
AAPL,2024-05-25,567.06,1359.61,167.49,1447.08,377689
MSFT,2024-01-23,249.51,1724.92,1260.26,405.38,70134
NFLX,2024-07-05,622.24,894.21,1173.57,1365.97,384858
GOOGL,2024-08-03,1187.76,1386.5,117.79,123.46,277763
TSLA,2024-08-04,261.29,1600.01,935.77,1354.87,342535
NVDA,2024-01-06,600.21,1815.37,499.86,995.65,314642
GOOGL,2024-06-03,749.1,1298.53,1948.05,569.07,280793
AAPL,2024-01-26,1799.62,1375.67,1450.6,1143.52,726675
AAPL,2024-02-11,156.33,1201.57,51.28,666.72,565402
MSFT,2024-05-10,1433.98,228.25,1248.19,179.21,242472
TSLA,2024-05-08,709.45,1389.47,650.9,146.18,614327
NFLX,2024-08-24,1938.38,965.31,1040.62,1301.87,400893
TSLA,2024-09-03,261.52,1040.23,1328.89,342.22,457551
AMZN,2024-10-05,688.78,1924.39,1601.19,1544.01,344408
NVDA,2024-07-31,1782.36,1317.44,1693.93,1270.33,849385
META,2024-06-17,187.74,279.54,1311.17,358.53,640989
NFLX,2024-08-04,939.7,979.86,1932.41,1920.81,888092
AAPL,2024-10-21,128.75,1285.73,303.15,377.37,747696
TSLA,2024-08-08,1373.38,349.95,659.64,81.9,345220
NVDA,2024-10-29,938.91,268.43,1560.25,527.85,435467
GOOGL,2024-01-02,874.97,1408.28,1728.71,1074.58,688135
META,2024-09-05,707.99,1997.76,1899.97,970.58,338574
META,2024-10-01,734.1,493.39,860.6,975.98,636670
AAPL,2024-01-06,1291.2,264.11,1009.77,1776.35,631303
TSLA,2024-05-05,264.51,1968.81,1580.53,1968.89,83926
AAPL,2024-12-06,1621.03,113.51,152.97,1197.64,594365
MSFT,2024-09-24,1768.58,417.64,590.43,2008.33,102725
NVDA,2024-06-20,391.65,501.35,1141.36,1175.43,164865
TSLA,2024-03-25,905.7,1189.34,1400.95,151.22,547848
GOOGL,2024-10-02,1847.64,1421.94,224.85,458.52,823915
TSLA,2024-11-02,781.48,1560.49,751.29,767.19,807967
META,2024-11-03,1378.38,351.8,1934.21,478.25,955100
NFLX,2024-08-17,1505.78,1462.68,453.76,829.46,139140
AMZN,2024-09-23,1685.31,1122.27,936.69,712.41,877250
NFLX,2024-07-18,1863.79,1121.68,1089.33,1586.17,32298
GOOGL,2024-04-11,211.78,1347.76,267.45,1032.73,716787
NVDA,2024-03-24,1176.87,932.99,1814.72,489.35,731860
META,2024-01-13,990.67,1996.51,1912.29,284.14,794119
AAPL,2024-06-13,1196.15,1432.52,68.03,1558.95,991291
META,2024-05-27,1504.82,937.83,578.62,997.46,728440
TSLA,2024-04-14,249.17,1542.46,702.81,1078.73,951945
AMZN,2024-06-25,1867.64,1479.81,374.49,1332.28,420272
META,2023-12-26,245.24,1385.43,1141.95,1524.79,421487
AAPL,2024-11-10,1038.14,1954.87,1693.28,1000.18,497902
META,2024-02-01,1645.67,95.13,1707.31,2000.85,115733
META,2024-07-09,814.31,1461.44,417.57,660.34,25959
NFLX,2024-11-03,568.33,182.22,427.93,905.8,263408
MSFT,2024-09-28,1870.1,1232.47,287.71,790.72,557964
AMZN,2024-06-10,503.69,799.61,1159.0,1445.91,660040
GOOGL,2024-09-07,198.36,1968.53,1946.48,231.08,313471
TSLA,2024-07-21,730.98,681.19,471.61,1724.39,319746
AAPL,2024-03-20,549.35,257.9,1000.06,1802.96,126812
NVDA,2024-04-10,701.51,2005.96,1618.89,929.67,626261
META,2024-04-30,1144.05,67.83,149.67,1539.96,205083
GOOGL,2024-04-24,801.48,616.29,1625.88,951.19,704186
NFLX,2024-04-08,1262.05,559.45,933.98,949.23,540976
NFLX,2024-09-29,1074.42,221.64,264.88,1025.87,200488
META,2024-08-29,962.57,627.17,1119.45,1829.21,447569
TSLA,2024-08-15,1392.46,1498.05,1631.16,1160.36,966389
TSLA,2024-08-24,1608.68,1940.41,1285.21,123.12,84575
NVDA,2024-08-03,1829.82,1094.25,1616.89,1636.08,276811
GOOGL,2024-10-11,1081.24,1587.04,1296.46,1352.66,655827
AAPL,2024-10-16,913.52,1834.9,241.56,1746.05,730505
TSLA,2023-12-23,1368.62,697.19,424.82,822.07,982002
TSLA,2024-10-10,668.83,1701.61,1636.27,961.83,366182
META,2024-06-12,1013.56,892.17,1318.07,691.51,243455
MSFT,2024-06-14,1581.31,972.52,1242.73,1286.43,453718
AAPL,2024-03-17,1501.29,781.98,813.51,1694.85,903768
TSLA,2024-03-17,509.54,1983.7,574.9,79.03,486877
META,2024-09-25,169.04,84.83,354.75,698.74,692525
MSFT,2024-04-12,1642.79,447.3,317.2,575.05,354279
AMZN,2024-05-10,761.9,1757.0,1016.01,483.62,263528
GOOGL,2024-02-03,1704.38,902.04,765.04,1815.11,317034
META,2024-03-21,979.02,1244.07,712.81,420.86,509717
AMZN,2024-08-27,1679.44,1890.08,1182.91,667.43,3661
AMZN,2024-09-12,1501.88,1851.78,831.79,1528.07,687009
GOOGL,2024-09-10,1675.91,1171.38,315.68,1178.56,899166
META,2024-03-30,78.59,713.46,611.75,874.34,663962
AAPL,2024-11-11,1558.14,1335.5,1806.05,473.83,275720
NVDA,2024-12-10,1588.76,1267.56,427.82,1893.61,988449
AMZN,2024-12-05,1915.32,1923.3,959.92,518.34,546917
NFLX,2024-07-05,204.35,904.11,320.19,874.61,567501
MSFT,2024-05-31,1749.3,590.05,1353.11,802.01,326692
AAPL,2024-07-02,243.4,920.24,1837.57,1908.39,478491
GOOGL,2024-09-11,1698.82,805.81,139.35,1117.97,732418
GOOGL,2024-11-23,915.09,1580.7,718.06,1903.81,44878
META,2024-05-01,392.32,1873.32,428.96,1782.83,578983
NVDA,2024-06-16,896.83,1743.39,356.96,891.21,746969
NFLX,2024-05-24,107.9,1076.39,651.11,431.53,780911
AMZN,2024-09-27,1831.94,63.59,31.13,620.38,146721
TSLA,2024-11-24,1873.27,1037.96,1870.65,1509.21,937496
GOOGL,2024-06-10,166.91,1892.09,1704.5,460.76,856418
MSFT,2024-06-10,1102.44,1400.37,1415.72,832.45,978535
GOOGL,2024-10-03,1236.51,483.29,1590.04,1233.07,670580
AMZN,2024-04-25,1382.47,1817.5,1926.49,1175.98,896142
NVDA,2024-08-23,456.41,1397.6,1752.62,1821.1,626422
NFLX,2024-03-19,1098.85,1966.71,1741.46,273.03,822445
MSFT,2023-12-29,208.22,112.53,1145.05,1356.38,925395
AMZN,2024-05-12,238.01,1624.2,560.09,344.77,101503
AMZN,2024-05-22,1170.76,308.54,1512.37,1072.95,948593
META,2024-01-03,1744.29,1556.62,945.05,685.49,151312
META,2024-12-07,605.89,1599.89,1626.61,1420.69,608926
MSFT,2024-01-10,501.72,95.79,1607.21,172.92,361238
NFLX,2024-02-10,489.02,774.16,152.96,1341.77,704049
GOOGL,2024-03-27,1071.58,1500.87,1818.7,589.3,536219
META,2024-01-25,151.66,798.16,1167.17,1904.12,983224
AAPL,2024-07-02,985.59,1912.74,1108.15,1917.55,168568
GOOGL,2024-06-08,1230.02,889.54,124.4,1981.61,528600
META,2024-12-13,1876.04,1465.47,1758.55,442.16,68126
AAPL,2024-08-31,1067.98,117.23,1777.28,102.32,566066
AMZN,2024-06-06,977.38,396.93,1823.9,363.1,253768
AAPL,2024-11-28,654.72,680.08,378.61,1833.35,126908
NVDA,2024-05-25,1167.33,1611.93,371.45,817.81,405961
NVDA,2024-10-26,1957.57,812.81,1652.63,1148.08,468764
AAPL,2024-07-18,1572.56,1514.47,653.4,1286.92,196149
AMZN,2024-06-16,1820.68,476.05,1929.26,1957.78,145720
AMZN,2024-08-25,1755.91,797.4,1715.34,1594.94,520105
NVDA,2024-09-20,1361.87,342.25,1624.77,1483.33,526825
TSLA,2024-01-21,995.41,470.54,689.66,484.8,604730
AMZN,2024-07-03,316.34,1141.11,1808.52,1373.94,662838
TSLA,2024-03-05,1004.34,126.49,380.09,219.17,605021
AMZN,2024-04-11,801.44,103.15,1328.17,203.8,853418
NFLX,2024-08-02,1167.46,1727.47,251.69,1981.52,948070
TSLA,2024-03-08,1862.53,1717.28,325.94,1563.87,271438
MSFT,2024-09-04,870.68,453.6,370.31,723.63,997977
META,2024-11-28,640.04,2041.17,1249.51,796.27,721628
TSLA,2023-12-31,614.46,804.61,979.07,371.77,792751
GOOGL,2024-01-22,1643.0,222.39,162.35,898.94,490364
GOOGL,2024-06-05,1601.25,1012.85,969.23,696.76,2707
GOOGL,2024-04-29,997.04,1200.86,744.58,1979.14,834165
MSFT,2024-06-11,1264.61,928.01,396.85,492.16,637663
NVDA,2024-03-22,1072.17,2011.33,1879.73,1624.64,348620
NVDA,2023-12-22,680.85,2043.7,1090.11,1804.01,198369
META,2024-05-27,913.53,1643.86,736.59,1722.0,984327
AAPL,2024-04-02,1610.4,1618.85,653.66,730.04,389761
TSLA,2023-12-27,799.94,819.33,701.51,1645.37,484188
GOOGL,2024-12-05,1626.22,748.97,196.48,729.78,361067
AMZN,2024-01-16,1050.06,1137.45,781.31,1175.0,696597
META,2024-07-16,1493.86,1255.72,1607.63,1783.73,674325
AAPL,2024-07-21,767.32,1179.06,266.85,1158.93,789464
NVDA,2024-08-01,1127.06,133.38,611.46,1982.4,774498
AMZN,2024-10-16,533.85,1677.68,779.03,1201.11,181045
AMZN,2024-04-22,1537.09,215.54,513.74,1186.71,216302
TSLA,2024-11-30,1008.01,509.25,59.35,1715.78,884226
GOOGL,2024-01-03,341.89,1925.59,469.83,730.43,430006
NVDA,2024-08-02,1645.56,1100.79,172.6,1405.01,564527
GOOGL,2024-09-04,280.54,1396.02,1623.37,674.46,264706
AMZN,2024-08-14,1882.64,1544.15,508.36,1006.1,839136
AMZN,2023-12-25,1960.66,612.67,1901.7,1094.05,943422
GOOGL,2024-09-03,1934.1,130.92,1687.39,1487.66,235805
NFLX,2024-11-13,887.61,1024.02,1909.78,1810.1,774692
GOOGL,2024-06-27,975.39,548.2,1418.27,1863.24,792722
AMZN,2024-08-11,1803.74,609.31,1288.76,1590.68,133951
NFLX,2024-09-06,1188.36,190.42,97.62,1024.09,210724
MSFT,2023-12-22,1158.56,245.13,842.22,1067.95,870521
TSLA,2024-10-24,1338.09,684.0,1564.05,186.37,555880
MSFT,2024-03-31,537.7,1440.51,927.32,863.81,196488
NVDA,2024-08-05,621.1,1834.28,355.88,288.26,300275
AMZN,2024-05-18,1580.23,1938.68,1208.2,1229.78,723289
NFLX,2024-05-18,1613.72,1167.83,1677.99,221.06,15936
META,2024-08-09,1768.1,794.05,1090.56,313.15,828676
GOOGL,2024-03-27,899.79,367.54,1748.71,234.24,255155
NFLX,2024-04-10,611.58,1048.08,484.11,356.83,13533
GOOGL,2024-10-16,1759.97,1768.03,38.89,1115.66,758049
TSLA,2024-10-29,1780.0,377.02,884.23,1706.37,580104
MSFT,2024-11-11,1453.22,1110.52,1340.64,985.83,21534
META,2024-08-06,1956.3,220.67,873.47,1034.52,671934
AAPL,2024-11-19,174.27,1871.06,817.11,1075.73,181489
META,2024-06-19,368.58,759.4,1293.15,1441.84,131411
AAPL,2024-06-28,1337.59,1603.72,731.55,734.15,139569
AMZN,2024-02-13,537.52,1509.3,1038.18,186.3,17706
AAPL,2024-08-18,1702.51,274.0,860.53,645.41,615143
MSFT,2023-12-16,1607.96,1900.23,1106.54,705.48,957106
NFLX,2024-01-29,1137.9,1272.96,1770.41,949.0,31198
AMZN,2024-05-11,1769.33,1960.11,1880.27,1772.82,27653
META,2024-11-29,938.61,524.98,1392.3,1242.07,65250
NVDA,2024-05-28,1610.92,313.96,1659.65,1073.12,933148
NVDA,2023-12-20,289.31,1020.2,1691.33,238.61,356859
META,2024-06-02,177.56,219.7,1575.52,1793.56,706665
AAPL,2024-05-07,584.8,1639.69,1683.65,1687.34,781692
AAPL,2024-08-11,915.85,420.71,73.23,706.42,974753
NFLX,2024-10-27,1872.49,1976.79,1708.1,372.08,344361
MSFT,2024-10-01,561.66,1662.73,1760.08,280.12,668425
TSLA,2024-08-22,328.29,1270.42,128.35,384.34,504217
NVDA,2024-09-23,434.26,314.42,502.64,1972.75,190596
AAPL,2024-03-20,745.44,976.31,796.0,334.08,846899
GOOGL,2024-10-26,735.75,1880.05,1163.75,456.66,612023
AAPL,2024-01-09,635.24,1381.02,443.34,1714.72,755124
MSFT,2024-05-19,348.5,1230.42,1606.14,1347.78,250510
GOOGL,2024-01-03,716.99,712.27,669.56,164.61,385271
AAPL,2024-02-11,601.19,463.87,1008.93,902.56,302719
MSFT,2024-10-13,1002.85,108.43,672.33,671.12,905309
NFLX,2024-03-29,1937.02,1168.78,541.5,706.95,592880
MSFT,2024-03-24,580.03,2018.3,1113.9,740.65,229260
NVDA,2024-09-12,852.66,259.76,1945.71,439.4,232613
NFLX,2024-10-09,1456.08,472.37,693.15,709.26,82141
TSLA,2024-05-23,159.53,549.92,613.34,304.56,170082
AAPL,2024-11-15,1161.48,746.6,137.29,664.45,387792
MSFT,2024-03-13,1197.0,114.89,334.39,1238.26,280421
AAPL,2024-10-31,324.17,1162.77,761.93,1367.33,84841
META,2024-06-18,991.29,766.47,161.39,874.6,27755
MSFT,2024-01-06,1714.62,1427.46,1124.4,1917.37,573511
NFLX,2024-08-06,107.65,570.19,1457.07,1607.48,842560
META,2024-06-15,1326.74,1829.45,1233.44,721.26,521176
NFLX,2024-08-06,357.25,1879.49,1240.72,692.71,555200
META,2024-07-13,1377.29,1265.26,584.19,273.61,70368
MSFT,2024-10-27,858.54,361.27,316.24,365.83,13872
MSFT,2024-02-26,1248.45,1254.36,167.32,1087.9,846894
NFLX,2024-12-11,1132.96,549.56,477.2,1508.61,252191
MSFT,2024-06-25,831.76,1387.49,147.48,1233.59,443360
GOOGL,2024-10-02,887.02,807.81,1131.65,1911.51,888334
MSFT,2024-05-09,1557.6,1900.99,1653.44,744.85,897363
AAPL,2024-01-23,210.79,1271.02,536.67,749.46,175859
NVDA,2024-01-22,609.72,1516.04,374.81,541.52,778147
MSFT,2024-07-26,1903.94,1833.82,406.18,863.74,553463
MSFT,2024-02-08,752.74,1774.71,1554.5,1425.71,708367
AMZN,2024-03-13,315.97,519.9,311.62,1742.81,941419
GOOGL,2024-07-03,373.72,1709.56,651.58,937.38,665696
META,2024-11-22,788.08,1135.95,514.53,1285.19,851728
NFLX,2024-02-04,1370.36,1774.56,579.24,523.45,307941
TSLA,2024-03-08,222.51,1898.21,1436.52,644.71,238053
META,2024-11-07,1535.52,724.24,182.57,1403.14,133729
MSFT,2024-09-12,1788.42,1281.11,547.79,1680.94,813545
MSFT,2024-08-18,143.15,287.89,1863.64,1211.91,226817
NVDA,2024-05-07,492.16,1067.02,725.69,1185.03,452241
AMZN,2024-10-13,1986.13,451.6,1045.74,341.66,164291
AMZN,2024-04-14,741.43,672.3,1799.0,1300.27,628997
NVDA,2024-03-17,184.06,825.09,1842.82,568.77,71063
TSLA,2024-09-03,1394.4,1531.41,1068.11,1806.86,457760
NVDA,2024-02-06,489.7,1423.98,474.34,945.98,751541
TSLA,2024-04-22,651.95,985.54,1530.23,299.8,722172
AAPL,2024-01-07,1047.09,1651.12,730.42,1854.19,39232
NFLX,2024-02-29,1352.6,1515.07,1344.47,397.25,723468
NFLX,2024-06-29,1893.36,1852.97,1114.21,1599.77,671657
NFLX,2023-12-23,366.55,226.94,735.1,904.22,917818
META,2024-06-07,1305.09,813.36,1376.91,1647.85,376722
META,2024-03-24,1176.37,1553.29,508.06,652.37,957944
AMZN,2024-11-23,1085.77,718.57,124.22,953.85,548747
TSLA,2024-03-13,599.47,1772.18,1188.25,280.19,650755
NFLX,2024-08-20,81.0,382.9,46.81,85.42,997523
GOOGL,2024-06-19,57.13,346.66,205.76,1067.08,780128
AAPL,2024-01-08,1491.45,1503.1,769.96,247.4,592833
META,2024-08-01,312.56,1342.45,610.82,937.27,838730
META,2024-12-06,1651.18,524.74,1516.04,974.57,167532
NVDA,2023-12-29,145.62,594.72,384.6,376.34,761721
NFLX,2024-04-28,1619.26,350.14,1002.9,482.28,342999
MSFT,2024-06-29,156.2,1519.59,563.02,1426.77,367345
NVDA,2024-04-06,1555.17,168.26,216.54,201.79,753773
NFLX,2024-05-20,91.06,1746.25,520.76,230.65,40638
AAPL,2024-07-07,581.23,1164.11,1388.19,76.85,848024
NVDA,2024-07-31,1488.56,1758.96,1934.96,450.57,394486
TSLA,2024-07-31,723.19,319.11,670.08,536.85,929729
NVDA,2024-09-13,1032.97,678.03,78.86,165.44,174313
GOOGL,2024-08-07,1735.31,663.78,1019.01,1362.65,999916
NVDA,2024-12-08,1102.93,890.4,1168.6,1845.0,778334
AAPL,2024-10-03,360.06,1182.59,1109.45,1487.7,748317
MSFT,2024-11-02,1397.44,207.54,386.79,250.48,835648
